"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL188369"	""	"0"	"318.38"	"0"	"4.36"	"6"	"C[C@@H](NC(=O)c1cccnc1Oc1ccccc1)c1ccccc1"	"Log IC50"	"'='"	""	""	""	"Potential missing data"	""	""	""	""	""	""	"0"	"CHEMBL831665"	"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140363"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL359806"	""	"0"	"375.43"	"0"	"4.98"	"14"	"COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1"	"IC50"	"'='"	"125.89"	"nM"	"6.90"	""	""	"UO_0000065"	"18.38"	"0.34"	"1.92"	"10.09"	"0"	"CHEMBL831665"	"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140363"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2005"	"None"	""
"CHEMBL64040"	""	"0"	"418.33"	"1"	"5.70"	"7"	"CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(N)c2)n1"	"IC50"	"'='"	"850.0"	"nM"	"6.07"	""	""	"UO_0000065"	"14.51"	"0.30"	"0.37"	"7.14"	"0"	"CHEMBL820291"	"Inhibition of c-Jun N-terminal kinase 1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1133482"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2000"	"None"	""
"CHEMBL608532"	""	"0"	"537.62"	"2"	"5.61"	"KT 5720"	"CCCCCCOC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4"	"Inhibition"	"'='"	"81.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1247608"	"Inhibition of Gst-tagged human JNK1a1 expressed in Escherichia coli at 10 uM"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1240295"	"1"	"Scientific Literature"	"Biochem. J."	"2000"	"None"	""
"CHEMBL34241"	"ROTTLERIN"	"0"	"516.55"	"2"	"5.40"	"Rottlerin"	"CC(=O)c1c(O)c(C)c(O)c(Cc2c(O)c3c(c(C(=O)/C=C/c4ccccc4)c2O)OC(C)(C)C=C3)c1O"	"Inhibition"	"'='"	"49.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1247632"	"Inhibition of His-tagged human JNK1a1/SAPK1c expressed in Escherichia coli at 20 uM"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1240295"	"1"	"Scientific Literature"	"Biochem. J."	"2000"	"None"	""
"CHEMBL1802728"	""	"0"	"422.53"	"0"	"4.54"	"NU6140"	"CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1"	"Residual Activity"	"'='"	"44.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL1182777"	""	"0"	"314.30"	"0"	"3.29"	"STO_609"	"O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21"	"Residual Activity"	"'='"	"105.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL3427184"	""	"0"	"274.30"	"0"	"1.89"	"16"	"O=C(O)[C@@H]1CSC(c2ccc3cccc(O)c3n2)=N1"	"Activity"	"'='"	"97.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL3428738"	"Inhibition of JNK1 (unknown origin) assessed as remaining activity at 100 uM by radioactive filter binding assay in presence of [33P]-ATP relative to control"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3425453"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2015"	"None"	""
"CHEMBL567173"	""	"0"	"206.25"	"0"	"3.80"	"5"	"c1ccc2c(c1)[nH]c1c3cc[nH]c3ccc21"	"Activity"	"'='"	"116.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1047329"	"Inhibition of JNK1 assessed as residual enzyme activity at 10 uM relative to untreated control"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1154186"	"1"	"Scientific Literature"	"J. Med. Chem."	"2009"	"None"	""
"CHEMBL525191"	""	"0"	"334.38"	"0"	"2.73"	"GDC-0879"	"OCCn1cc(-c2ccc3c(c2)CC/C3=N\O)c(-c2ccncc2)n1"	"Kd"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1908586"	"Binding constant for JNK1 kinase domain"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1908390"	"1"	"Scientific Literature"	"Nat. Biotechnol."	"2011"	"None"	""
"CHEMBL2205766"	""	"0"	"346.42"	"0"	"1.45"	"14, CZC24758"	"CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL2211537"	"Inhibition of MAPK8"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2203257"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2012"	"None"	""
"CHEMBL1822133"	""	"0"	"432.28"	"0"	"4.16"	"20"	"O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1"	"IC50"	"'='"	"17.0"	"nM"	"7.77"	""	""	"UO_0000065"	"17.97"	"0.41"	"3.61"	"9.30"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1822134"	""	"0"	"432.28"	"0"	"4.16"	"21"	"O=C(Cc1cc(F)cc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1"	"IC50"	"'='"	"14.0"	"nM"	"7.85"	""	""	"UO_0000065"	"18.17"	"0.41"	"3.69"	"9.40"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1822309"	""	"0"	"460.46"	"0"	"4.72"	"58"	"N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1"	"IC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"18.89"	"0.38"	"3.98"	"9.91"	"0"	"CHEMBL1825598"	"Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1821697"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL150894"	"CEP-5214"	"1"	"440.54"	"0"	"4.92"	"21"	"CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3"	"IC50"	"'='"	"448.0"	"nM"	"6.35"	""	""	"UO_0000065"	"14.41"	"0.26"	"1.43"	"10.00"	"0"	"CHEMBL816405"	"Inhibition of c-Jun N-terminal kinase 1-beta 1"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1145920"	"1"	"Scientific Literature"	"J. Med. Chem."	"2003"	"None"	""
"CHEMBL520451"	""	"0"	"478.55"	"0"	"3.07"	"CER-0264356"	"O=C(CN1CCN(c2ncnc3c2CN(Cc2ccccc2)CC3)CC1)Nc1cc(F)ccc1F"	"Inhibition"	"'='"	"0.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL953376"	"Inhibition of JNK1 at 10 uM by HTRF assay relative to control"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150387"	"1"	"Scientific Literature"	"J. Med. Chem."	"2008"	"None"	""
"CHEMBL1090089"	"PAMAPIMOD"	"2"	"406.39"	"0"	"1.94"	"2b, Pamapimod"	"Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21"	"Kd"	"'='"	"190.0"	"nM"	"6.72"	""	""	"UO_0000065"	"16.54"	"0.32"	"4.78"	"6.14"	"0"	"CHEMBL1769123"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764984"	"1"	"Scientific Literature"	"J. Med. Chem."	"2011"	"None"	""
"CHEMBL494270"	""	"0"	"431.54"	"0"	"3.24"	"7"	"Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(NCCN3CCOCC3)nncc2c1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1025669"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140163"	"1"	"Scientific Literature"	"J. Med. Chem."	"2008"	"None"	""
"CHEMBL220812"	""	"0"	"415.48"	"0"	"1.01"	"25"	"CC(C)NC(=O)c1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N"	"IC50"	"'='"	"429.54"	"nM"	"6.37"	""	""	"UO_0000065"	"15.32"	"0.30"	"5.36"	"4.11"	"0"	"CHEMBL990582"	"Inhibition of JNK1"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1149794"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2008"	"None"	""
"CHEMBL1767254"	""	"0"	"316.41"	"0"	"3.24"	"25, BI-98F10"	"NC(=O)c1ccsc1NC(=O)Cc1csc2ccccc12"	"Inhibition"	"'='"	"79.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1768209"	"Inhibition of JNK1 at 25 uM by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767294"	""	"0"	"336.42"	"0"	"0.34"	"67, BI-101C7"	"NC(=O)c1ccsc1NC(=O)CN1CCN(C(=O)C2CC2)CC1"	"IC50"	"'='"	"83500.0"	"nM"	"4.08"	""	""	"UO_0000065"	"12.12"	"0.24"	"3.74"	"4.26"	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767129"	""	"0"	"325.39"	"0"	"3.87"	"5b, BI-98B8"	"COC(=O)c1ccsc1NC(=O)Cc1cccc2ccccc12"	"IC50"	"'>'"	"100000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL1767287"	""	"0"	"350.27"	"0"	"2.72"	"60, BI-101E10"	"NC(=O)c1ccsc1NC(=O)Cc1c(F)c(F)c(F)c(F)c1F"	"IC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1768207"	"Inhibition of JNK1 by TR-FRET assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1764959"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"None"	""
"CHEMBL519146"	""	"0"	"374.49"	"0"	"4.29"	"CER-0262531"	"Cc1cccc(Nc2nccc3c2CN(C(=O)c2cc(C)n(C)c2C)CC3)c1"	"Inhibition"	"'='"	"0.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL953376"	"Inhibition of JNK1 at 10 uM by HTRF assay relative to control"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1150387"	"1"	"Scientific Literature"	"J. Med. Chem."	"2008"	"None"	""
"CHEMBL1331627"	""	"0"	"133.15"	"0"	"1.15"	"6"	"Nc1[nH]nc2ccccc12"	"Inhibition"	"'='"	"34.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1819979"	"Inhibition of JNK1 expressed in Escherichia coli or baculovirus-infected insect cells at 667 uM by TR-FRET assay"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1817560"	"1"	"Scientific Literature"	"J. Med. Chem."	"2011"	"None"	""
"CHEMBL439259"	""	"0"	"341.80"	"0"	"4.85"	"IGF_1R_Inhibitor_II"	"COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12"	"Residual Activity"	"'='"	"111.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL2218925"	""	"0"	"343.22"	"0"	"4.15"	"VEGF_Receptor_2_Kinase_Inhibitor_II"	"O=C1Nc2ccc(Br)cc2/C1=C\c1cc2c([nH]1)CCCC2"	"Residual Activity"	"'='"	"114.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL261491"	""	"0"	"442.52"	"0"	"3.65"	"Go-6983"	"COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C"	"Residual Activity"	"'='"	"104.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL36450"	""	"0"	"236.27"	"0"	"3.71"	"SC-68376"	"Cc1nc(-c2ccccc2)c(-c2ccncc2)o1"	"Residual Activity"	"'='"	"107.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL1802727"	""	"0"	"365.39"	"0"	"1.94"	"Indirubin_E804"	"O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO"	"Residual Activity"	"'='"	"56.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL23327"	"PURVALANOLA"	"0"	"388.90"	"0"	"4.23"	"Purvalanol_A"	"CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1"	"Residual Activity"	"'='"	"103.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL259389"	"QUINOXALINE1"	"0"	"185.19"	"0"	"1.09"	"Cdk1_5_Inhibitor"	"Nc1n[nH]c2nc3ccccc3nc12"	"Residual Activity"	"'='"	"112.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL1802485"	""	"0"	"234.26"	"0"	"2.78"	"JNK_Inhibitor_Negative_Control"	"Cn1nc2c3c(cccc31)C(=O)c1ccccc1-2"	"Residual Activity"	"'='"	"85.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL191384"	""	"0"	"372.46"	"0"	"3.94"	"AS-601245"	"N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1"	"Residual Activity"	"'='"	"67.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219231"	"Millipore: Percentage of residual kinase activity of MAPK8 at 1uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL65063"	""	"0"	"211.23"	"0"	"1.40"	"PP3"	"Nc1ncnc2c1cnn2-c1ccccc1"	"Residual Activity"	"'='"	"95.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
"CHEMBL21156"	""	"0"	"309.34"	"0"	"3.99"	"JAK_Inhibitor_I"	"CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1"	"Residual Activity"	"'='"	"9.0"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL2219232"	"Millipore: Percentage of residual kinase activity of MAPK8 at 10uM relative to control. Control inhibitor: Jnk Inhibitor II at 100.0uM. Buffer: 50 mM Tris pH 7.5, 0.1 mM EGTA, 0.1% ? -mercaptoethanol"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2276"	"c-Jun N-terminal kinase 1"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL2218924"	"1"	"Scientific Literature"	"Biochem. J."	"2013"	"None"	""
